identifier,title,keyword0,keyword1,keyword2,keyword3,keyword4,keyword5,keyword6,keyword7,keyword8,keyword9,keyword10,keyword11,keyword12,keyword13,keyword14,keyword15,keyword16,keyword17,keyword18,keyword19,keyword20,keyword21,keyword22,keyword23,keyword24,keyword25,keyword26,keyword27,keyword28,keyword29,keyword30,keyword31,keyword32,keyword33,keyword34,keyword35,keyword36,keyword37,keyword38,format,size,interactivityType,learningResourceType0,learningResourceType1,learningResourceType2,learningResourceType3,learningResourceType4,learningResourceType5,learningResourceType6,learningResourceType7,interactivityLevel,difficulty,typicalLearningTime
106,ApostilaSQL,banco de dados,sql,linguagem estruturada de consulta,ddl,linguagem de definição de dados,dml,linguagem de manipulação de dados,dcl,linguagem de controle de dados,comandos,tipos de dados,create,alter,drop,select,consultas,consulta,query,operações,transações,visões,índices,segurança,operadores lógicos,vantagens,,,,,,,,,,,,,,,Format.APPLICATION_PDF,115794.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.TABLE,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,01:00:05
104,Linguagem SQL_ Comandos Básicos,banco de dados,sql,linguagem estruturada de consulta,ddl,linguagem de definição de dados,dml,linguagem de manipulação de dados,dcl,linguagem de controle de dados,comandos,tipos de dados,create,alter,drop,select,consultas,consulta,query,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,106649.0,InteractivityType.MIXED,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.TABLE,LearningResourceType.EXERCISE,,,,,,InteractivityLevel.MEDIUM,Difficulty.MEDIUM,00:34:00
117,Introducao a Engenharia de Software,engenharia de software,software,modelos de processos,processo,ciclo de vida,processo de software,gerência de projeto de software,gerência de projeto,uml,mitos do desenvolvimento de software,modelo cascata,modelo incremental,modelo evolucionário,prototipação,modelo espiral,diagramas uml,diagrama,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,992299.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.FIGURE,LearningResourceType.DIAGRAM,LearningResourceType.TABLE,,,,,InteractivityLevel.VERY_LOW,Difficulty.DIFFICULT,00:35:05
85,Conceitos de Banco de Dados,banco de dados,dados,sgbd,sistema gerenciador de banco de dados,sistema de banco de dados,sistema,gerência,sbd,modelos de dados,modelos,nível de abstração,níveis de abstração,modelo de dado,nível físico,nível lógico,modelo,nível conceitual,modelo relacional,tipos de sgbd,visões,usuários de banco de dados,usuário,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,1069874.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.DIAGRAM,LearningResourceType.TABLE,LearningResourceType.GRAPH,,,,,InteractivityLevel.VERY_LOW,Difficulty.DIFFICULT,00:08:36
78,Conceitos Introdutórios de Bancos de Dados,banco de dados,dados,informação,sgbd,sistema de gerência de banco de dados,sistema de banco de dados,sistema,gerência,sbd,modelos de dados,modelos,modelo de dado,modelo,modelo relacional,metadados,usuários,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,189335241.0,InteractivityType.EXPOSITIVE,LearningResourceType.SLIDE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.DIAGRAM,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:23:18
108,SQL básico,banco de dados,sql,linguagem estruturada de consulta,ddl,linguagem de definição de dados,dml,linguagem de manipulação de dados,dcl,linguagem de controle de dados,comandos,tipos de dados,create,alter,drop,select,consultas,consulta,query,linguagem de transação de dados,dtl,linguagem de consulta de dados,dql,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,843382048.0,InteractivityType.EXPOSITIVE,LearningResourceType.SLIDE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.TABLE,LearningResourceType.SIMULATION,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_EASY,01:10:54
134,Engenharia de Requisitos,engenharia de software,engenharia de requisitos,requisitos,requisitos não funcionais,requisitos funcionais,técnicas de análise de requisitos,elicitação de requisitos,etapas da análise de requisitos,requisitos de projeto,etapas do processo,requisitos de domínio,documento de requisito,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,166273672.0,InteractivityType.EXPOSITIVE,LearningResourceType.SLIDE,LearningResourceType.PROBLEM_STATEMENT,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.SIMULATION,LearningResourceType.FIGURE,LearningResourceType.DIAGRAM,LearningResourceType.TABLE,LearningResourceType.GRAPH,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:20:21
131,Nota Aula Engenharia Requisitos - Avançado,engenharia de software,engenharia de requisitos,requisitos,requisitos não funcionais,requisitos funcionais,técnicas de análise de requisitos,elicitação de requisitos,etapas da análise de requisitos,análise de requisitos,modelagem,requisitos de sistema,requisitos de usuário,processo de engenharia de requisitos,qualidade,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,2652673.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.FIGURE,LearningResourceType.DIAGRAM,LearningResourceType.TABLE,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_DIFFICULT,13:02:57
89,"BD, Dados e SGBD",banco de dados,dados,informação,sgbd,sistema gerenciador de banco de dados,gerência,modelos de dados,modelos,modelo de dado,metadados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,645124.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.DIAGRAM,LearningResourceType.TABLE,LearningResourceType.FIGURE,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_EASY,00:25:52
96,"Modelo Relacional (R) –  características, formalização e restrições",banco de dados,modelo relacional,banco de dados relacional,relacional,codd,características do modelo relacional,chaves,chave,chave primária,chave estrangeira,restrições de integridade,integridade,restrições,restrição de domínio,domínio,superchave,relações,tabelas,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,260248445.0,InteractivityType.EXPOSITIVE,LearningResourceType.SLIDE,LearningResourceType.TABLE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.TABLE,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:30:39
122,O processo de desenvolvimento de software,engenharia de software,modelos de processos,processo,ciclo de vida,processo de software,processo de desenvolvimento,ciclo de vida,atividades do processo,atividades,modelo cascata,modelo evolutivo,modelo espiral,prototipação,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,285600.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.DIAGRAM,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.DIFFICULT,00:56:59
94,Modelo Relacional - BD,banco de dados,modelo relacional,banco de dados relacional,relacional,codd,características do modelo relacional,chaves,chave,chave primária,chave estrangeira,restrições de integridade,integridade,restrições,mapeamento de relacionamentos,relacionamentos,índices,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,132100.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:23:05
103,SQL - Guia Completo,banco de dados,sql,linguagem estruturada de consulta,ddl,linguagem de definição de dados,dml,linguagem de manipulação de dados,dcl,linguagem de controle de dados,comandos,tipos de dados,create,alter,drop,select,consultas,consulta,query,linguagem de consulta de dados,dql,linguagem de transação de dados,stl,triggers,stored procedure,procedure,views,índices,pl/sql,segurança,documentação,desempenho,transações,comandos avançados,comandos,,,,,,Format.APPLICATION_PDF,447978.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.TABLE,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:32:05
128,Engenharia de Requisitos,engenharia de software,engenharia de requisitos,requisitos,requisitos não funcionais,requisitos funcionais,técnicas de análise de requisitos,elicitação de requisitos,etapas da análise de requisitos,requisitos de domínio,gerência de qualidade de requisito,rastreabilidade,gerência de configuração,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,304535.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.DIAGRAM,LearningResourceType.TABLE,LearningResourceType.PROBLEM_STATEMENT,LearningResourceType.GRAPH,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_EASY,00:44:44
92,SQL - Wikilivro,banco de dados,sql,banco de dados relacional,relação,modelo relacional,chave,chave primária,chave estrangeira,restrições de integridade,restrição de domínio,restrição de chave,integridade referencial,ddl,dml,dcl,create,alter,select,drop,linguagem de manipulação de dados,linguagem de definição de dados,linguagem de controle de dados,relacionamentos,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,568808.0,InteractivityType.EXPOSITIVE,LearningResourceType.TABLE,LearningResourceType.NARRATIVE_TEXT,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.DIFFICULT,01:01:56
115,Introdução aos Processos de Software,engenharia de software,software,modelos de processos,processo,processo de software,modelo cascata,modelo incremental,modelo orientado a reuso,processo unificado,modelo evolucionário,prototipação,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,1177267569.0,InteractivityType.EXPOSITIVE,LearningResourceType.SLIDE,LearningResourceType.PROBLEM_STATEMENT,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.TABLE,LearningResourceType.DIAGRAM,LearningResourceType.GRAPH,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:48:29
81,Introdução a Banco de Dados,banco de dados,dados,informação,sgbd,sistema gerenciador de banco de dados,gerência,modelo relacional,banco de dados relacional,relacional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,204478763.0,InteractivityType.EXPOSITIVE,LearningResourceType.SLIDE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.TABLE,LearningResourceType.FIGURE,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_EASY,00:40:18
97,Resumo Simplificado de Modelo Relacional,banco de dados,modelo relacional,banco de dados relacional,relacional,codd,características do modelo relacional,chaves,chave,chave primária,chave estrangeira,restrições de integridade,integridade,restrições,definição matemática,teoria dos conjutos,conjuntos,relações,tabelas,índice,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,24909883.0,InteractivityType.EXPOSITIVE,LearningResourceType.SLIDE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.TABLE,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:08:34
114,Noções de Engenharia de Software,engenharia de software,software,modelos de processos,processo,engenharia de requisito,requisito funcional,requisito não funcional,requisito,crise do software,mitos da produção de software,benefícios com adoção de processos,ciclo de vida,documento de requisito,modelo cascata,modelo incremental,modelo evolucionário,prototipação,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,823925818.0,InteractivityType.MIXED,LearningResourceType.SLIDE,LearningResourceType.FIGURE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.DIAGRAM,LearningResourceType.QUESTIONNAIRE,,,,InteractivityLevel.MEDIUM,Difficulty.MEDIUM,02:07:18
102,SQL - DDL e DML,banco de dados,sql,linguagem estruturada de consulta,ddl,linguagem de definição de dados,dml,linguagem de manipulação de dados,dcl,linguagem de controle de dados,comandos,tipos de dados,create,alter,drop,select,consultas,consulta,query,consultas complexas,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,4021395.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.DIAGRAM,LearningResourceType.TABLE,LearningResourceType.FIGURE,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,05:22:22
98,Modelo Relacional - Conceitos,banco de dados,modelo relacional,banco de dados relacional,relacional,codd,características do modelo relacional,chaves,chave,chave primária,chave estrangeira,restrições de integridade,integridade,restrições,relação,domínio,restrição de domínio,relação matemática,esquema,tabela,superchave,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,347138988.0,InteractivityType.MIXED,LearningResourceType.SLIDE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.EXERCISE,LearningResourceType.TABLE,,,,,InteractivityLevel.MEDIUM,Difficulty.DIFFICULT,00:44:47
124,Processo De Software  e Padrões,engenharia de software,modelos de processos,processo,ciclo de vida,processo de software,fases do processo,modelo cascata,modelo espiral,modelo evolucionário,prototipação,elementos do processo de software,atividades,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,563457.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.DIAGRAM,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,01:19:12
91,"Modelo Relacional, SQL e MER",banco de dados,modelo relacional,banco de dados relacional,relacional,codd,chaves,chave primária,chave estrangeira,chave,restrições de integridade,integridade,linguagem estruturada de consulta,SQL,linguagem de definição de dados,DDL,linguagem de manipulação de dados,DML,consultas,visões,independência dos dados,transações,segurança,modelo entidade relacionamento,MER,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,208103.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.DIAGRAM,LearningResourceType.TABLE,LearningResourceType.PROBLEM_STATEMENT,,,,,InteractivityLevel.VERY_LOW,Difficulty.DIFFICULT,00:54:59
126,Análise de Requisitos o Básico,engenharia de software,engenharia de requisitos,requisitos,requisitos não funcionais,requisitos funcionais,técnicas de análise de requisitos,elicitação de requisitos,etapas da análise de requisitos,requisitos de projeto,requisitos de produto,requisitos de sistema,requisitos de usuário,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,118387.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.SLIDE,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_EASY,00:12:32
130,Introdução Básica Engenharia de Requisitos,engenharia de software,engenharia de requisitos,requisitos,requisitos não funcionais,requisitos funcionais,técnicas de análise de requisitos,elicitação de requisitos,documento de requisitos,problemas dos requisitos,padrões,requisitos do sistema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,81577.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.DIAGRAM,LearningResourceType.PROBLEM_STATEMENT,LearningResourceType.GRAPH,,,,,InteractivityLevel.VERY_LOW,Difficulty.DIFFICULT,00:19:29
109,SQL conceitos iniciais,banco de dados,sql,linguagem estruturada de consulta,ddl,linguagem de definição de dados,dml,linguagem de manipulação de dados,dcl,linguagem de controle de dados,comandos,tipos de dados,create,alter,drop,select,consultas,consulta,query,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,1420057357.0,InteractivityType.EXPOSITIVE,LearningResourceType.SLIDE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.TABLE,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:51:48
127,Análise e Especificação de Requisitos - Avançado,engenharia de software,engenharia de requisitos,requisitos,requisitos não funcionais,requisitos funcionais,técnicas de análise de requisitos,elicitação de requisitos,etapas da análise de requisitos,especificação de requisitos funcionais,especificação de requisitos não funcionais,especificação de requisitos,modelo de tarefa,diagrama de caso de uso,documento de especificação de requisitos,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,303510.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.DIAGRAM,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,01:28:39
86,Introdução e Fundamentos de BD,banco de dados,dados,informação,sgbd,sistema gerenciador de banco de dados,sistema,gerência,modelos de dados,modelos,níveis de abstração,nível de visão,modelo de dado,nível conceitual,nível lógico,modelo,nível físico,relacional,visões,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,122940.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.DIAGRAM,LearningResourceType.TABLE,,,,,,InteractivityLevel.VERY_LOW,Difficulty.DIFFICULT,00:23:05
93,Introdução ao Modelo Relacional,banco de dados,modelo relacional,banco de dados relacional,relacional,codd,características do modelo relacional,chaves,chave,chave primária,chave estrangeira,restrições de integridade,integridade,restrições,superchave,domínio,esquema,tebela,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,2001168.0,InteractivityType.MIXED,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.TABLE,LearningResourceType.QUESTIONNAIRE,LearningResourceType.FIGURE,,,,,InteractivityLevel.VERY_LOW,Difficulty.DIFFICULT,00:07:04
83,"Conceitos básicos de BD, SBD e SGBD",banco de dados,dados,sgbd,sistema gerenciador de banco de dados,sistema de banco de dados,sistema,gerência,sbd,modelos de dados,modelos,nível de arquitetura,níveis de arquitetura,modelo de dado,modelo relacional,visões,usuários de banco de dados,usuário,estrutura geral de um sgbd,estrutura,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,233873.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.DIAGRAM,LearningResourceType.TABLE,,,,,,InteractivityLevel.VERY_LOW,Difficulty.DIFFICULT,00:25:49
100,Simplificando Modelo Relacional,banco de dados,modelo relacional,banco de dados relacional,relacional,codd,características do modelo relacional,chaves,chave,chave primária,chave estrangeira,restrições de integridade,integridade,restrições,relações,integridade referencial,tabela,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,297688277.0,InteractivityType.EXPOSITIVE,LearningResourceType.SLIDE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.DIAGRAM,LearningResourceType.SIMULATION,LearningResourceType.TABLE,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_EASY,00:20:01
118,Introdução e Processos de Sotftware - ES,engenharia de software,software,modelos de processos,processo,ciclo de vida,processo de software,atividades de um processo de software,modelos de ciclo de vida,modelo cascata,modelo incremental,modelo orientado a reuso,prototipação,processo unificado,rup,atividades genéricas,especificação,projeto,implementação,validação,evolução,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,129256024.0,InteractivityType.EXPOSITIVE,LearningResourceType.SLIDE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.DIAGRAM,LearningResourceType.PROBLEM_STATEMENT,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:37:03
129,Especificações de Requisitos - Fundamentos,engenharia de software,engenharia de requisitos,requisitos,requisitos não funcionais,requisitos funcionais,técnicas de análise de requisitos,elicitação de requisitos,modelagem  requisitos,casos de uso,gerência de requisitos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,224932.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:39:30
82,Visão geral sobre banco de dados e motivação,banco de dados,dados,sgbd,sistema gerenciador de banco de dados,gerência,modelos de dados,modelos,modelo de dado,modelo conceitual,modelo lógico,modelo,modelo físico,modelo relacional,dicionário de dados,integridade relacional,usuários de banco de dados,usuário,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,188075503.0,InteractivityType.EXPOSITIVE,LearningResourceType.SLIDE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.DIAGRAM,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:27:44
79,Conceitos Iniciais e Porque Estudar BD,banco de dados,dados,sgbd,sistema gerenciador de banco de dados,sistema de banco de dados,sistema,gerência,sbd,visões,usuários de banco de dados,usuários,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,718629599.0,InteractivityType.MIXED,LearningResourceType.SLIDE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.DIAGRAM,LearningResourceType.EXERCISE,,,,,InteractivityLevel.MEDIUM,Difficulty.MEDIUM,01:02:06
125,Processo de Desenvolvimento de Software,engenharia de software,modelos de processos,processo,ciclo de vida,processo de software,modelo cascata,modelo evolucionário,prototipação,modelo espiral,fases do processo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,250468232.0,InteractivityType.EXPOSITIVE,LearningResourceType.SLIDE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.DIAGRAM,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,01:26:39
84,Conceituando Banco de Dados e SGBD;,banco de dados,dados,sgbd,sistema gerenciador de banco de dados,sistema de banco de dados,sistema,gerência,sbd,modelos de dados,modelos,arquitetura,modelo de dado,modelo conceitual,modelo,níveis,independência de dados,linguagens,visões,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,612329.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.DIAGRAM,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.DIFFICULT,00:14:09
112,Engenharia de Software,engenharia de software,software,modelos de processos,processo,engenharia de requisito,requisito funcional,requisito não funcional,requisito,requisito de software,modelo de desenvolvimento de software,modelo cascata,modelo incremental,modelo evolucionário,prototipação,mitos do software,tarefas,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,402371.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.DIAGRAM,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_DIFFICULT,00:34:35
133,Engenharia de Requisitos Visão Geral,engenharia de software,engenharia de requisitos,requisitos,requisitos não funcionais,requisitos funcionais,técnicas de análise de requisitos,elicitação de requisitos,etapas da análise de requisitos,documento de requisito,descrição de requisito,requisitos de sistema,requisitos de usuário,descrição,linguagem natural,diagrama,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,776641964.0,InteractivityType.EXPOSITIVE,LearningResourceType.SLIDE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.DIAGRAM,LearningResourceType.TABLE,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:37:09
110,SQL conceitos iniciais,banco de dados,sql,linguagem estruturada de consulta,ddl,linguagem de definição de dados,dml,linguagem de manipulação de dados,dcl,linguagem de controle de dados,comandos,tipos de dados,create,alter,drop,select,consultas,consulta,query,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,1420057357.0,InteractivityType.MIXED,LearningResourceType.SLIDE,LearningResourceType.SIMULATION,LearningResourceType.DIAGRAM,LearningResourceType.QUESTIONNAIRE,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,01:01:48
120,Engenharia de Software - Início,engenharia de software,software,principais atividades,atividades da engenharia de software,ciclo de vida,ferramentas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,165360.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.DIAGRAM,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:06:22
90,Introdução a BD,banco de dados,dados,sgbd,sistema gerenciador de banco de dados,sistema,gerência,características de um sgbd,características,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,179147.0,InteractivityType.EXPOSITIVE,LearningResourceType.TABLE,LearningResourceType.NARRATIVE_TEXT,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_EASY,00:07:06
87,Sistemas de Gerenciamento de Banco de Dados,banco de dados,dados,sgbd,sistema gerenciador de banco de dados,sistema de banco de dados,sistema,gerência,sbd,finalidade,finalidade do sgbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,247488.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.DIAGRAM,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:07:17
99,"Modelo Relacional, Chaves e Integridade",banco de dados,modelo relacional,banco de dados relacional,relacional,codd,características do modelo relacional,chaves,chave,chave primária,chave estrangeira,restrições de integridade,integridade,restrições,integridade de domínio,restrição de domínio,domínio,relação,chave composta,tabela,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,540791675.0,InteractivityType.EXPOSITIVE,LearningResourceType.SLIDE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.TABLE,,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_EASY,00:54:36
119,Intro - Engenharia de Software,engenharia de software,software,objetivos da engenharia de software,características da engenharia de software,ciclo de vida,ferramentas,software proprietário,shareware,demo,trial,beta,opensource,glp,gnu,freeware,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,154849.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.FIGURE,LearningResourceType.DIAGRAM,LearningResourceType.GRAPH,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:13:59
123,O processo de Software,engenharia de software,modelos de processos,processo,ciclo de vida,processo de software,prototipação,modelo incremental,modelo espiral,modelo cascata,fases de um processo de software,atividades de um processo de software,atividades,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,260389.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.DIAGRAM,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:29:05
77,BD - Aspectos Basicos,banco de dados,dados,informação,sgbd,sistema de gerência de banco de dados,sistema de banco de dados,sistema,gerência,sbd,modelos de dados,modelos,nível de arquitetura,níveis de arquitetura,modelo de dado,modelo conceitual,modelo lógico,modelo,modelo físico,modelo relacional,dicionário de dados,integridade relacional,codd,banco de dados relacional,relacional,visões,view,trigger,triggers,restrições de integridade,integridade,regras,,,,,,,,,Format.APPLICATION_PDF,515450.0,InteractivityType.MIXED,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.DIAGRAM,LearningResourceType.TABLE,LearningResourceType.QUESTIONNAIRE,,,,,InteractivityLevel.VERY_LOW,Difficulty.DIFFICULT,02:52:44
107,Introdução ao SQL,banco de dados,sql,linguagem estruturada de consulta,ddl,linguagem de definição de dados,dml,linguagem de manipulação de dados,dcl,linguagem de controle de dados,comandos,tipos de dados,create,alter,drop,select,consultas,consulta,query,dtl,linguagem de transação de dados,transação,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,1258031918.0,InteractivityType.MIXED,LearningResourceType.SLIDE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.SIMULATION,LearningResourceType.EXERCISE,,,,,InteractivityLevel.HIGH,Difficulty.MEDIUM,01:19:20
95,Banco de Dados Relacionais Estrutura,banco de dados,modelo relacional,banco de dados relacional,relacional,codd,características do modelo relacional,chaves,chave,chave primária,chave estrangeira,restrições de integridade,integridade,restrições,relacionamentos,tabela,integridade referencial,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,535184.0,InteractivityType.EXPOSITIVE,LearningResourceType.TABLE,LearningResourceType.NARRATIVE_TEXT,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:10:38
